图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,人参果-预测置信度,佛手瓜-预测置信度,哈密瓜-预测置信度,圣女果-预测置信度,山楂-预测置信度,山竹-预测置信度,无花果-预测置信度,木瓜-预测置信度,李子-预测置信度,杏-预测置信度,杨桃-预测置信度,杨梅-预测置信度,枇杷-预测置信度,枣-预测置信度,柚子-预测置信度,柠檬-预测置信度,柿子-预测置信度,树莓-预测置信度,桂圆-预测置信度,桑葚-预测置信度,梨-预测置信度,椰子-预测置信度,榴莲-预测置信度,樱桃-预测置信度,橘子-预测置信度,毛丹-预测置信度,水蜜桃-预测置信度,沃柑-预测置信度,沙果-预测置信度,沙棘-预测置信度,油桃-预测置信度,牛油果-预测置信度,猕猴桃-预测置信度,甘蔗-预测置信度,甜瓜-伊丽莎白-预测置信度,甜瓜-白-预测置信度,甜瓜-绿-预测置信度,甜瓜-金-预测置信度,番石榴-百-预测置信度,番石榴-红-预测置信度,白兰瓜-预测置信度,白心火龙果-预测置信度,白萝卜-预测置信度,百香果-预测置信度,石榴-预测置信度,砂糖橘-预测置信度,粑粑柑-预测置信度,红心火龙果-预测置信度,红苹果-预测置信度,羊奶果-预测置信度,羊角蜜-预测置信度,胡萝卜-预测置信度,脐橙-预测置信度,腰果-预测置信度,芒果-预测置信度,芦柑-预测置信度,草莓-预测置信度,荔枝-预测置信度,莲雾-预测置信度,菠萝-预测置信度,菠萝莓-预测置信度,菠萝蜜-预测置信度,葡萄-白-预测置信度,葡萄-红-预测置信度,蓝莓-预测置信度,蛇皮果-预测置信度,蟠桃-预测置信度,血橙-预测置信度,西柚-预测置信度,西梅-预测置信度,西瓜-预测置信度,西红柿-预测置信度,车厘子-预测置信度,酸角-预测置信度,金桔-预测置信度,青柠-预测置信度,青苹果-预测置信度,香橼-预测置信度,香蕉-预测置信度,黄桃-预测置信度,黑莓-预测置信度
./fruit81_full_split\test\香橼\111.jpg,77,香橼,77,香橼,40,白兰瓜,34,甜瓜-伊丽莎白,True,1.2193282e-05,3.5590244e-08,0.0020570033,4.172911e-06,0.00040227358,3.322155e-05,0.0022559124,0.00012356459,4.112118e-05,0.00015294335,5.6321295e-07,0.0006974588,0.00061105035,5.6790806e-05,0.00017761935,0.0011548133,4.657714e-06,4.6672943e-05,0.000157199,3.107388e-06,0.00074823067,0.00022913863,1.868436e-05,6.2890655e-07,8.895513e-06,5.599418e-07,8.9675774e-07,2.9948265e-07,0.0011622579,7.670482e-06,8.2743287e-07,0.00010886145,0.00047270258,6.8557983e-06,0.0044359597,9.424014e-05,1.1137486e-07,0.00016709395,0.0025177302,0.0023251048,0.010030806,3.615104e-07,1.0942946e-06,2.7459423e-06,9.749919e-06,5.5487076e-06,9.874613e-05,1.0878682e-06,0.0014692612,6.771807e-07,1.160789e-07,4.3804146e-08,1.5147024e-05,5.162158e-06,0.001905902,0.0039482582,1.153174e-06,0.0009825049,6.1091074e-09,0.00026489623,1.9373337e-07,9.120896e-07,1.6368236e-05,1.2578796e-06,5.9285835e-06,8.963503e-06,5.4185045e-07,7.0226804e-07,1.569414e-05,0.00091784657,6.4045344e-06,1.2566782e-06,2.2636523e-06,6.442481e-07,0.00014019673,5.8396123e-05,0.00029876054,0.95554835,8.051239e-06,0.00046502711,0.0034598657
./fruit81_full_split\test\香橼\120.jpg,77,香橼,77,香橼,0,人参果,61,菠萝蜜,True,0.12508652,1.0172882e-05,4.379074e-05,1.7039216e-07,1.87328e-06,8.508895e-06,0.0005746298,6.678163e-05,2.961908e-05,0.00021416007,2.4734645e-05,1.95929e-06,0.00015510574,1.1823347e-05,0.001126434,0.00018484212,0.00021625058,7.5136136e-06,3.348655e-06,5.4527516e-07,0.00037346475,0.00020196696,0.0010104105,1.1197899e-07,4.8061524e-05,9.092326e-09,7.766633e-06,7.460075e-05,5.2304495e-05,6.120782e-10,2.5941988e-05,1.9950197e-05,3.2764249e-06,0.00014261619,0.00053306215,8.459486e-05,3.7315054e-05,0.00022624881,0.00013894627,9.152644e-05,4.5946035e-05,5.067964e-07,2.214978e-05,1.6203215e-06,0.00011957204,1.8480492e-06,0.00025421975,8.434151e-07,1.0134865e-05,8.799589e-08,7.891227e-06,1.2614951e-06,4.0987683e-07,0.00055557076,8.546732e-05,0.00016016216,1.836683e-06,6.947062e-06,1.9793944e-05,0.00044923683,6.934204e-07,0.04054897,6.8282617e-07,9.581877e-07,1.0462749e-06,0.00017606652,0.00029499148,3.4052373e-08,1.00897985e-07,5.234282e-05,2.9449071e-05,1.0547977e-06,2.7112696e-08,8.961327e-08,6.840294e-07,3.8082317e-07,2.6737143e-06,0.82547563,0.0003752165,0.0004501582,2.2156319e-06
./fruit81_full_split\test\香橼\121.jpg,77,香橼,77,香橼,22,榴莲,32,猕猴桃,True,0.012988646,0.024043025,0.016910188,3.7899077e-05,0.0032472636,6.0235387e-05,0.0002527275,2.2132876e-05,7.2464636e-06,7.465124e-05,0.00048579037,2.0175712e-05,5.130159e-06,0.00027872395,0.041505475,0.0051827272,0.005851924,2.2810145e-06,0.0041043074,1.7657194e-07,0.00026067186,0.025330726,0.062613726,1.133068e-05,0.0034613286,2.1674688e-07,3.866176e-05,4.5779412e-05,2.8414443e-06,1.6413863e-07,1.6087312e-06,5.4715798e-05,0.05749269,6.123985e-06,0.0036376647,0.0019507929,0.0003717335,0.00026436886,0.0073887752,0.004032215,0.0018883478,1.14072805e-07,0.0005493147,7.978929e-06,6.516921e-06,6.81231e-05,0.020919574,8.9231304e-07,0.0015185548,1.2181982e-07,9.127326e-05,5.4875913e-05,1.7380403e-06,0.0035704577,0.0005214514,0.0011841842,0.00042669234,0.00031141532,0.00017995865,0.016823534,3.1749143e-05,0.00010728231,1.0280572e-06,4.6538285e-06,3.3116936e-05,7.570633e-08,5.4153736e-07,1.1449382e-05,9.45379e-05,0.00010204879,0.011285753,0.00075595925,1.7628399e-06,0.002079692,6.763036e-05,0.0010560958,5.354902e-05,0.65351737,0.00055025745,6.6522125e-07,7.280118e-05
./fruit81_full_split\test\香橼\165.jpg,77,香橼,52,脐橙,2,哈密瓜,9,杏,False,0.0006725601,3.1624963e-06,0.12348386,4.668797e-06,0.00022094444,0.00018886902,0.00044631536,0.0018041879,0.00047863933,0.122684665,1.12626e-06,7.029851e-05,0.000134487,5.2969526e-06,0.03576395,0.007355736,0.00031916137,6.3244647e-06,0.00013145909,1.6121571e-07,0.004827415,0.004442382,0.0016274691,4.7381585e-05,0.0037184241,1.1088059e-05,0.00019863858,0.00049222814,7.101188e-05,0.025365965,3.130376e-05,0.11621273,0.044145193,0.00049924495,0.026609095,0.00050722295,1.3460426e-06,0.0005602984,7.263309e-05,0.021461397,0.0045740805,3.305592e-05,4.7870206e-05,0.000103003105,3.0580063e-07,0.00042533115,0.010624836,6.933471e-06,0.0009148902,3.4589305e-06,2.7747096e-06,0.0024022816,0.19087562,0.0016889883,0.079992056,0.0032705783,1.797598e-05,6.285086e-05,7.251363e-07,2.4508117e-05,2.9834726e-07,0.018082118,0.00033402303,8.666768e-07,1.0229182e-06,3.7399688e-05,6.9469235e-05,0.0016404398,0.0030016208,0.0007471717,0.00019283287,3.7087889e-06,5.829379e-07,9.380731e-05,0.001369779,0.00061268255,0.0002632889,0.08199694,0.00075530534,0.051039744,6.39091e-06
./fruit81_full_split\test\香橼\168.jpg,77,香橼,31,牛油果,11,杨梅,80,黑莓,False,9.880694e-07,5.2194224e-07,0.0033173414,1.7274884e-08,8.619443e-05,3.7385475e-05,0.00059151684,0.011234505,0.00015511003,6.276468e-05,5.8631633e-07,0.14083745,1.2699402e-07,3.0912972e-05,1.5970754e-05,0.00024512183,4.5454414e-09,0.00014300611,0.009466693,0.010949984,0.00035637847,3.7663533e-05,0.00024841804,7.600062e-07,0.0001687341,2.5757515e-07,1.7115328e-08,2.1948347e-06,1.8809751e-05,1.683724e-10,1.3188369e-06,0.7016071,0.00071139814,6.039904e-06,1.4444991e-07,1.0570717e-06,2.1387839e-06,1.261498e-07,0.00014688897,3.447394e-05,1.33015765e-05,6.205777e-09,2.3310724e-06,0.00066123914,4.8034373e-08,1.2320799e-06,3.6491792e-07,5.6531833e-09,3.3675352e-07,0.00020648907,5.0372155e-06,6.620634e-09,1.4469595e-06,1.9817996e-06,0.00026572932,1.3486864e-06,2.4482254e-06,0.0043293857,1.01802e-09,1.0339923e-05,0.0008304014,0.0028412743,2.2043676e-05,2.806713e-07,0.011082573,9.3732146e-05,5.6245984e-08,8.291928e-10,2.3573403e-08,0.0017836556,5.770155e-07,8.95237e-09,5.4831133e-08,2.6413514e-07,3.2501262e-05,0.008581288,0.0011539194,0.037038095,7.554413e-09,1.2451571e-06,0.05051494
./fruit81_full_split\test\香橼\172.jpg,77,香橼,76,青苹果,20,梨,32,猕猴桃,False,3.7479782e-05,7.968924e-06,0.0014287692,1.2536782e-07,2.4841444e-05,6.576389e-05,0.0008305319,0.015789578,0.03899682,0.0330748,4.276788e-05,1.211088e-06,7.2762855e-06,3.0114676e-05,0.09298312,0.0011325618,1.6023125e-07,1.1190506e-06,0.00031589705,5.5604927e-05,0.139368,0.00010729451,0.00011715934,8.915602e-06,1.610163e-05,3.311221e-07,9.077415e-05,8.5864215e-08,0.0047709835,6.9081596e-10,0.00026642962,0.00051170465,0.10058539,2.4577426e-07,0.0001477592,0.009146019,1.6671554e-05,1.226711e-06,0.0007954824,0.001132577,0.010193803,1.1900592e-08,1.7248634e-05,0.0053811464,2.892233e-05,3.3832446e-08,3.40905e-07,1.6115171e-08,8.7903e-05,2.9229452e-05,1.4697338e-05,1.3600211e-08,1.534303e-06,2.3689046e-05,0.074501015,5.6341805e-06,1.14079256e-07,6.7788233e-06,7.7953007e-07,1.941619e-08,3.0710225e-06,0.020713503,0.00019944382,6.238034e-08,3.5163273e-06,1.1088774e-06,6.054277e-05,2.6922589e-08,5.2968596e-07,0.0005454652,6.323604e-06,6.8976374e-07,5.8877268e-09,2.2639582e-05,5.822472e-06,0.003412212,0.36642063,0.07346813,9.96363e-07,0.0029319855,7.2276487e-07
./fruit81_full_split\test\香橼\174.jpg,77,香橼,15,柠檬,9,杏,77,香橼,True,0.00017032422,7.524465e-06,2.1644053e-05,1.1744572e-05,1.5434223e-05,5.7219233e-05,0.0002936332,3.233417e-05,0.001957762,0.10217313,0.00014654873,2.6445456e-05,0.0016695819,0.0010687611,0.015478934,0.7833088,8.928683e-06,8.0346734e-05,6.6304114e-05,6.829241e-05,2.979576e-05,1.032803e-05,3.2136714e-07,0.000807964,0.0014527001,9.035827e-08,2.7350368e-05,8.645782e-05,0.0012397734,0.00010430832,0.00012607618,7.809602e-06,1.3625384e-05,6.621876e-08,0.002414996,0.00014328587,9.745523e-07,5.1328865e-05,7.391621e-06,4.183447e-05,0.00027091976,4.561869e-08,3.3195002e-07,0.000113635055,5.5886823e-05,5.2876618e-05,0.00010929302,4.49833e-07,2.1304591e-05,3.417903e-05,4.5186118e-07,8.35224e-08,0.0020720449,1.0986668e-05,0.00083876785,0.0017753725,7.048326e-06,0.00017182124,9.268711e-06,3.5990574e-06,3.3360616e-06,3.1531924e-06,0.028950285,2.7001146e-05,5.5217733e-06,1.8079987e-07,8.733808e-05,1.4580618e-05,1.4178363e-05,0.0007405267,3.3997253e-06,2.9150724e-06,7.0087214e-07,1.31195526e-08,0.0013112555,6.650942e-05,7.2949755e-05,0.030387696,4.6063974e-07,0.019472761,5.6755816e-05
./fruit81_full_split\test\香橼\187.jpg,77,香橼,77,香橼,55,芦柑,52,脐橙,True,4.063651e-05,1.12185905e-08,5.7260502e-05,6.262903e-05,1.1113187e-05,0.0001937469,4.521452e-05,1.8405666e-05,4.051813e-05,0.01940764,0.00015401516,8.292947e-05,0.00025215343,0.0002990934,6.479585e-05,0.0024837002,0.00044779823,0.00017527211,0.00015026901,5.1439023e-05,3.257261e-05,1.2567892e-06,4.068333e-06,1.9790492e-05,0.0016576225,1.7929018e-06,1.8809367e-08,0.014488594,0.0023014983,0.02464145,5.4209537e-05,1.2569176e-06,3.6676174e-06,2.4044186e-07,0.0067166723,4.2552003e-08,8.117882e-08,4.4008622e-05,2.0109375e-07,1.7326201e-06,7.563469e-07,5.436775e-07,2.4757147e-08,3.630595e-05,1.2421158e-05,0.038009003,0.03059654,1.9171563e-05,3.418382e-05,0.0005646348,1.50017e-06,5.5710893e-07,0.04073379,2.519413e-05,0.00070643116,0.08993076,3.8157648e-07,6.0338636e-05,5.2652434e-09,0.0020053496,6.254062e-07,0.00023302839,5.6646227e-06,2.5272734e-06,4.85414e-06,0.00020056832,1.1884e-05,3.965748e-05,3.4340676e-06,0.00052875356,1.1495303e-08,2.0271678e-05,2.6241756e-07,6.39298e-06,0.006069154,1.2813211e-07,4.652596e-07,0.71578574,2.639836e-05,0.00030147028,1.1515741e-05
./fruit81_full_split\test\香橼\194.jpeg,77,香橼,39,番石榴-红,32,猕猴桃,77,香橼,True,0.00029672735,0.0055486555,0.0025406408,5.960728e-07,0.00016574754,7.542164e-05,0.10389135,0.0028395054,0.0039430074,0.031338774,1.605833e-05,1.5655081e-06,5.538449e-06,0.0023728036,0.04764722,0.014496727,2.212243e-06,5.8078826e-06,0.024160763,2.8017605e-05,0.010930641,0.042301435,0.0025408587,0.00025637887,0.0011097416,9.9426224e-08,0.013134293,0.00022018919,0.0076916534,3.1555537e-08,0.00047777168,0.00011770478,0.16855931,4.6641063e-07,4.6293724e-05,0.0002080271,1.0331951e-05,1.12647484e-07,0.0017791487,0.2984906,0.0036922172,3.8181035e-08,2.8785522e-05,0.00044709563,0.0022693374,0.00010617154,5.1205603e-05,3.646223e-07,0.0021421188,1.588092e-05,0.00014751467,8.82423e-08,6.5060005e-05,0.0016146201,0.0013362941,0.011619577,1.0894315e-06,4.8477254e-05,0.023582157,5.8183356e-09,6.0413277e-06,0.0034748672,2.0127725e-06,7.9345635e-05,2.426241e-07,2.4963126e-06,0.006008947,3.5971595e-06,1.9582081e-05,0.00022315685,0.0008740435,9.83919e-07,4.189723e-07,0.00017436566,9.902524e-07,0.00019603485,7.7126824e-05,0.13865496,1.1002238e-05,0.015769202,2.5547496e-07
./fruit81_full_split\test\香橼\2.jpg,77,香橼,55,芦柑,77,香橼,18,桂圆,True,1.0849949e-07,1.0571914e-08,1.3130738e-06,2.304116e-08,3.223153e-06,1.4279551e-10,2.8308104e-08,0.00015911592,5.9327795e-07,0.000353709,2.116454e-06,3.0828292e-07,0.0002301086,1.9584027e-06,0.0013012605,0.00044616906,3.5809787e-06,2.9589646e-06,0.0200677,2.1461153e-07,4.3874967e-05,2.633874e-08,0.000103269485,9.224212e-08,0.00079286046,2.7948703e-08,2.561041e-08,0.00029891508,1.6280312e-05,5.3825598e-08,2.6231314e-07,1.6021443e-09,4.3084383e-06,1.1950034e-09,5.7157554e-06,3.942502e-09,3.75535e-10,3.7857117e-07,6.874341e-08,4.166923e-06,2.9636762e-09,1.7853994e-09,7.428098e-11,3.377154e-07,1.2130695e-06,0.00054895855,0.0036654049,1.8310677e-09,1.0061016e-06,5.9919313e-07,1.5891383e-07,7.7524277e-07,2.4464805e-05,0.0001513469,0.00012537482,0.5047725,4.6557633e-09,0.00014614615,5.3080274e-10,3.8025497e-08,2.849464e-10,0.00010382039,7.691301e-08,6.6786676e-08,2.9097837e-11,1.8378086e-07,4.26641e-06,3.0382228e-07,2.4846136e-07,2.329243e-06,4.3853685e-10,1.1241811e-09,1.3039316e-12,3.2267468e-07,3.0157712e-06,3.0213528e-08,3.323138e-09,0.46659732,1.632722e-07,4.648809e-06,4.2429328e-08
./fruit81_full_split\test\香橼\23.jpg,77,香橼,77,香橼,18,桂圆,15,柠檬,True,2.401886e-05,9.88698e-09,0.0008387292,5.9135294e-07,7.081666e-05,4.6829773e-05,2.5291174e-06,7.684041e-05,6.65267e-06,0.0007114155,2.5464776e-06,0.0005452869,7.436925e-05,0.0026507718,0.0016901748,0.19195606,1.8734551e-06,0.00012180267,0.19964463,2.6420696e-05,0.0024515293,0.0010186028,2.8224354e-06,3.9124714e-07,0.00950886,4.733136e-08,3.7089228e-07,0.004001445,6.76284e-05,1.2039342e-05,2.5503141e-05,1.4930342e-05,6.780341e-05,3.8323284e-07,0.000106746265,2.116424e-06,1.2037688e-07,9.720744e-06,1.0472259e-05,8.999018e-06,4.6532878e-05,8.865899e-08,3.9189484e-08,1.8880095e-05,3.520716e-05,0.055541094,0.030953353,9.885152e-07,3.4096982e-05,3.336715e-05,4.9029435e-08,1.962604e-06,0.0029020668,1.2841028e-05,0.0017928785,0.06310962,3.9325355e-06,0.00427451,1.0339725e-09,0.00090773136,2.796291e-05,5.956035e-05,9.930947e-08,5.309393e-07,6.1327523e-07,0.00024425946,2.4449227e-07,2.1445474e-06,6.609358e-06,0.0001109959,7.491784e-06,2.5569172e-08,3.4052359e-09,5.613996e-07,0.0011304087,3.1321345e-06,5.6696103e-06,0.4218128,7.153228e-07,0.00057305914,0.0005409779
./fruit81_full_split\test\香橼\26.jpg,77,香橼,77,香橼,55,芦柑,29,沙棘,True,0.00011548609,3.5186667e-06,0.000103251405,0.0009041526,0.000106011066,0.00022852163,5.315814e-05,0.0013231653,0.0004454439,0.02161514,0.00022426284,0.0002745536,0.02483188,0.0036224609,0.0015943291,0.03314028,0.00095566513,0.0027296664,0.0016117,0.006970374,8.300971e-05,3.5739606e-05,1.1776626e-05,0.0001222457,0.0048527448,2.7715181e-05,5.1149063e-06,0.013527995,0.012055273,0.050975293,0.00021143546,1.7438343e-06,3.2006177e-05,1.3760455e-06,0.00065620284,1.5296468e-05,8.592762e-05,0.0007301654,8.505877e-06,1.6652333e-05,8.70869e-05,1.3632702e-05,5.091562e-07,7.320141e-05,0.0011007024,0.010397147,0.016968992,0.0002373185,1.2574265e-05,0.0002815248,2.1674128e-05,1.4838009e-05,0.02512673,0.000120392935,0.0031472428,0.17199098,5.7725647e-06,0.00067713374,4.182982e-06,0.007755862,6.723491e-05,0.0007502582,0.00021617183,5.2210464e-05,0.00073549576,6.4545848e-06,0.0005520989,0.00018211361,6.289397e-06,0.0048461636,8.240123e-06,1.736043e-05,1.2780937e-06,6.5616096e-06,0.006259135,3.192434e-06,1.7670718e-05,0.5603482,5.336385e-05,0.0028009405,0.00072280626
./fruit81_full_split\test\香橼\3.jpg,77,香橼,77,香橼,54,芒果,16,柿子,True,6.536119e-05,0.000821696,0.00014541675,6.298731e-06,6.2205418e-06,5.5003755e-05,0.0025277322,0.0030134558,0.00011299284,0.00013063797,0.008215949,0.00022373737,0.0077076848,1.342049e-05,0.0023272627,0.0015651116,0.011417922,1.6350541e-05,0.00053124165,0.003696657,0.0005652022,0.000288806,0.0030037307,8.331867e-06,0.00017751349,2.0117302e-05,3.0416742e-05,6.363474e-06,0.00011070068,0.00021500346,2.5157447e-05,2.0295145e-05,9.353483e-05,0.00023638431,5.719611e-05,4.362594e-05,3.9878856e-07,1.4100721e-05,0.0007264233,0.00017036518,0.00077820465,6.85958e-07,6.880776e-05,0.0001407359,0.00057956425,1.980752e-06,2.9903425e-05,6.208286e-06,7.847634e-06,2.6617008e-05,0.0004967247,0.004437768,3.0250554e-05,0.0015157833,0.012064353,0.00021088876,1.064724e-06,8.728787e-05,3.6851943e-06,0.0042582345,7.102646e-06,0.008726433,4.8550432e-06,8.4701605e-07,1.0401266e-05,3.9629754e-06,4.7661106e-05,2.6208309e-06,2.3390578e-05,0.003247629,6.627175e-05,9.6287724e-05,1.624327e-07,0.001496172,0.0006603394,0.00018749216,8.259255e-05,0.9082037,0.0028635159,0.001060257,4.798602e-05
./fruit81_full_split\test\香橼\37.jpg,77,香橼,77,香橼,59,菠萝,33,甘蔗,True,0.00018303408,0.00014147891,0.0006505424,2.5831456e-05,0.00022705413,6.051062e-05,0.00021956362,0.0004220676,5.1791045e-05,0.00037397732,0.00010902408,0.00020853747,0.0008678714,0.003407056,0.00025086565,0.0006397461,0.012670393,0.00012477627,3.8218564e-05,0.0050959326,0.00038212023,0.00080081564,0.0033066534,9.0479e-05,0.0034568748,2.2668737e-06,0.00015896044,0.006581759,0.0002734964,0.028003914,1.1020002e-05,1.3477288e-05,5.10581e-06,0.07214276,0.0011952908,0.00016364112,1.1061465e-05,0.00074008084,6.484565e-05,8.206351e-06,0.00011862372,2.4854664e-05,4.735318e-05,0.00011564364,0.0003963926,0.0030477124,0.0051020477,4.5408746e-05,1.9559257e-06,0.00010074927,0.00010500403,0.00013026192,0.01756089,0.00018175608,0.00088404346,0.001987142,8.284386e-06,8.50177e-06,2.7598705e-06,0.12204133,1.8150535e-05,8.2622435e-05,0.0011989796,1.69595e-05,4.0208477e-05,0.00037805378,6.859655e-05,2.7097325e-05,0.00019489246,0.0010943973,0.00040744353,0.0012308101,1.104083e-05,0.00019211939,0.00077952043,0.00017189657,0.00011686017,0.6967846,0.001602885,0.00027600263,0.0002150304
./fruit81_full_split\test\香橼\38.jpg,77,香橼,77,香橼,14,柚子,46,粑粑柑,True,0.022331884,6.937547e-05,0.024782531,6.1759714e-08,4.6919904e-05,7.845236e-05,5.6935396e-06,1.1799313e-05,8.171536e-07,7.42675e-05,2.7347096e-06,1.084908e-06,0.000111459485,1.669718e-05,0.041902687,0.00023965909,6.8148045e-05,6.7970363e-06,9.968782e-06,4.3103637e-06,6.971272e-05,0.0009361304,0.0002733182,2.2665442e-06,9.392608e-05,1.897736e-07,3.652436e-05,3.160281e-05,4.445451e-06,2.5240315e-06,6.4746746e-05,4.9627815e-05,1.6486292e-05,7.0778297e-06,0.0005844511,0.00013430073,4.67878e-06,0.00020837835,0.0002887198,0.0064484733,0.0003512974,2.7196845e-06,3.292994e-06,1.2850954e-05,8.024696e-05,1.354582e-05,0.03331504,8.074344e-06,0.0003479286,5.1464934e-07,4.200694e-05,3.4010924e-07,7.2829156e-05,5.282773e-05,6.130859e-05,0.00020773824,2.1988862e-05,0.00016618062,2.8382958e-05,0.0007739973,4.768356e-07,0.00012738506,1.854348e-07,3.1427737e-07,6.272765e-07,2.7600603e-05,5.499197e-06,1.5032815e-05,2.6872583e-06,1.3103278e-05,8.9456495e-05,9.12544e-06,1.9862894e-07,0.0005368076,2.1794243e-07,3.0801914e-07,4.737466e-05,0.864368,1.4018928e-05,0.00015424064,1.1628613e-06
./fruit81_full_split\test\香橼\40.jpg,77,香橼,77,香橼,59,菠萝,31,牛油果,True,0.0017533073,8.076759e-05,0.0007723662,1.2742972e-05,1.2415806e-05,0.00076023804,0.0010238143,6.279463e-05,0.00047856703,5.316605e-05,6.37155e-06,1.8534358e-05,2.589713e-05,6.545501e-05,0.0009619598,0.0026657472,0.00017404338,6.3346924e-05,0.00027916164,2.7241505e-05,0.00030446274,0.0043101525,0.0002957279,2.1709618e-06,0.0006034649,1.4549289e-06,5.095201e-05,0.0011598836,0.00016118423,4.538608e-05,0.00011343799,0.018067185,3.0866977e-06,0.00010893849,0.0042079114,0.00027469188,6.1865057e-06,0.00012823146,0.015545528,0.0009232049,0.0016022263,5.110696e-07,0.00011348269,0.0007566959,3.274717e-06,7.875776e-05,0.00380481,9.5003514e-07,0.0033003448,9.636106e-08,3.0561002e-06,9.822199e-06,3.746647e-05,8.286907e-07,0.0011264128,0.00021569205,9.792555e-05,0.0029249236,2.8436102e-06,0.025493994,8.905073e-05,4.085244e-05,3.6960482e-06,7.072336e-08,0.000103413615,0.00044820987,1.2181099e-05,2.3044633e-05,2.2917868e-05,0.00020215816,7.665789e-05,1.0745589e-05,6.370159e-06,1.331421e-07,0.00020514753,6.0078757e-05,0.000102234546,0.9026247,7.441858e-05,3.76313e-05,0.00067102164
./fruit81_full_split\test\香橼\50.jpg,77,香橼,77,香橼,55,芦柑,46,粑粑柑,True,4.3734858e-07,4.5374576e-12,1.2217383e-07,3.9339625e-09,1.033391e-09,2.44503e-09,2.9933844e-08,6.566582e-05,6.0268746e-07,6.447507e-05,1.2020219e-07,1.6397601e-07,3.529093e-05,7.223706e-06,0.00021251677,7.627597e-05,8.100983e-08,1.1402e-09,7.499216e-05,9.517216e-09,1.3940539e-06,1.2252627e-08,1.3362761e-07,2.3678222e-08,0.00010044328,4.3162305e-09,2.8135363e-09,4.1829335e-06,4.2895313e-06,4.8762403e-09,1.04778735e-07,1.5316697e-09,9.5950504e-08,1.6009714e-13,1.0391755e-05,8.524257e-11,3.690695e-11,1.4483459e-08,2.0683183e-08,1.8951812e-06,7.478214e-10,3.0856887e-13,1.1008218e-13,8.317912e-07,1.405952e-05,1.383057e-05,0.0008172627,6.787221e-10,5.155005e-07,1.6748689e-07,5.5548007e-11,2.008503e-11,5.6310695e-05,1.0273964e-06,8.8941146e-05,0.055899803,1.0017245e-10,4.3457254e-07,8.089668e-11,2.4964948e-09,5.2839646e-11,1.2708624e-05,2.3348357e-09,1.3893461e-10,7.453269e-13,1.197279e-08,1.694548e-06,3.1568553e-07,3.0251712e-08,6.1251484e-07,7.1362545e-13,1.7892283e-09,4.135612e-12,3.1041003e-09,1.7990205e-05,1.5028516e-10,1.0232469e-09,0.94239926,1.9223364e-08,1.3219921e-05,5.7330946e-12
./fruit81_full_split\test\香橼\7.jpg,77,香橼,77,香橼,20,梨,14,柚子,True,8.216182e-07,2.2510986e-07,3.2336902e-05,1.2613689e-09,9.2649645e-07,1.7672606e-08,7.848714e-08,1.0267945e-06,3.4352925e-07,3.1971416e-05,8.290835e-10,2.5270648e-08,3.3986948e-05,2.239398e-06,0.019645793,0.0021674323,1.0875629e-09,1.6199526e-07,0.0002722156,2.2014833e-10,0.073544495,1.3096358e-06,0.00015313122,1.495082e-08,2.512759e-06,9.835925e-10,7.796792e-06,6.080688e-08,2.477503e-07,8.402143e-10,4.49565e-06,5.930474e-06,0.00021330452,4.8956184e-07,1.5368738e-05,1.1176847e-07,1.863252e-08,2.305904e-09,0.0014228537,0.0031995468,6.567658e-05,7.385644e-11,9.522356e-08,3.0888708e-07,2.8037107e-07,2.5863696e-07,7.195085e-05,5.6131935e-08,5.9660924e-06,4.1947905e-07,1.3606637e-09,1.066003e-07,1.3587338e-06,2.1674965e-05,0.008360155,0.00040354417,2.8196365e-10,2.2331526e-05,6.6215415e-09,1.1564143e-06,3.0401076e-10,4.02412e-05,1.45356465e-08,4.336206e-09,1.09160035e-10,1.6081263e-07,7.8991195e-07,1.7084732e-06,3.4779302e-06,1.2369352e-07,2.903126e-07,3.0188015e-11,5.348023e-11,1.5504328e-06,1.634646e-07,7.190374e-08,2.7402089e-06,0.89019364,1.3650507e-05,2.4644834e-05,1.353938e-09
